location,store_name,item_id,margin,timestamp
London,Coop,37,8.00,2016-09-21 08:58:50
Glasglow,Lidil,36,5.67,2016-04-21 03:09:41
London,Sainsbury,11,5.41,2016-10-26 02:07:14
Manchester,Tesco,52,8.17,2016-09-19 11:29:50
London,Tesco,45,8.92,2016-05-10 02:46:48
Edinburgh,Aldi,48,1.26,2016-11-19 17:52:54
Glasglow,Coop,17,6.34,2017-03-10 05:13:28
London,Sainsbury,47,7.05,2016-09-07 05:26:46
Glasglow,Tesco,36,5.67,2016-05-08 17:50:31
Glasglow,Tesco,38,8.22,2016-08-02 21:37:22
Birmingham,Aldi,43,4.40,2016-08-11 03:40:42
London,Spar,53,4.90,2016-06-18 11:10:07
Birmingham,Sainsbury,27,4.42,2016-04-14 04:51:21
Birmingham,Sainsbury,4,1.98,2016-07-12 09:02:36
Birmingham,Spar,50,3.06,2016-06-26 16:00:16
Edinburgh,Lidil,14,0.36,2016-07-13 04:45:24
Glasglow,Tesco,24,3.44,2016-12-20 15:28:42
London,Spar,50,3.06,2017-02-21 19:45:23
London,Morissons,16,6.00,2016-07-27 06:37:16
Birmingham,Coop,16,6.00,2017-02-12 21:20:11
Edinburgh,Coop,27,4.42,2017-02-17 06:00:59
Glasglow,Aldi,31,6.10,2017-01-04 03:27:42
Newcastle,Tesco,22,1.07,2016-03-20 22:15:21
Edinburgh,Morissons,53,4.90,2016-06-21 01:42:16
Manchester,Coop,31,6.10,2016-03-30 21:16:42
Manchester,Lidil,47,7.05,2016-11-04 18:20:28
Birmingham,Lidil,12,5.99,2016-05-29 09:03:31
London,Lidil,53,4.90,2016-09-09 14:28:41
Newcastle,Morissons,24,3.44,2017-01-02 18:49:24
Manchester,Tesco,46,0.99,2016-03-24 04:36:52
London,Aldi,36,5.67,2016-12-08 08:53:31
Glasglow,Tesco,1,1.30,2016-04-26 13:00:48
London,Sainsbury,15,7.25,2016-11-02 09:34:40
London,Tesco,33,6.82,2017-03-08 07:57:35
Newcastle,Morissons,44,4.94,2017-01-31 19:43:02
Glasglow,Coop,50,3.06,2016-06-24 15:52:00
Manchester,Spar,26,8.90,2016-04-26 21:18:16
Edinburgh,Aldi,48,1.26,2016-12-14 05:59:20
Glasglow,Lidil,38,8.22,2016-05-25 12:35:23
Manchester,Coop,33,6.82,2016-05-07 03:01:56
London,Coop,49,3.94,2016-06-17 09:48:35
Edinburgh,Lidil,2,2.38,2016-07-25 22:09:10
Glasglow,Spar,1,1.30,2016-05-31 00:17:05
Edinburgh,Aldi,56,9.55,2016-05-18 00:08:01
Newcastle,Morissons,57,4.52,2017-01-24 13:56:48
Newcastle,Aldi,4,1.98,2017-02-15 19:05:31
Glasglow,Coop,15,7.25,2016-11-28 19:36:53
London,Coop,10,3.50,2017-02-14 12:33:41
Newcastle,Morissons,21,5.78,2017-02-04 22:37:26
Newcastle,Sainsbury,17,6.34,2017-01-08 07:35:32
Newcastle,Morissons,20,6.97,2016-12-18 05:31:13
Manchester,Spar,53,4.90,2016-03-08 09:17:45
Manchester,Spar,53,4.90,2017-02-28 01:16:15
London,Tesco,10,3.50,2016-03-02 23:47:27
Birmingham,Morissons,38,8.22,2016-08-26 18:15:18
Manchester,Aldi,6,4.36,2016-09-04 22:07:24
Edinburgh,Lidil,13,8.53,2016-06-19 05:11:33
Newcastle,Aldi,27,4.42,2016-09-04 11:12:39
Glasglow,Lidil,43,4.40,2016-12-31 15:38:30
London,Lidil,39,5.92,2016-07-08 21:18:01
London,Sainsbury,29,1.14,2016-05-16 14:00:01
Edinburgh,Spar,56,9.55,2016-10-19 03:11:46
Newcastle,Aldi,51,3.86,2016-07-05 17:21:01
Birmingham,Coop,4,1.98,2016-09-23 22:51:44
Newcastle,Sainsbury,19,3.93,2017-03-14 09:42:30
London,Lidil,58,9.94,2016-12-31 02:23:14
Edinburgh,Lidil,13,8.53,2017-03-10 15:58:58
Birmingham,Sainsbury,17,6.34,2016-06-14 01:19:08
London,Tesco,59,0.54,2017-02-06 20:31:04
Glasglow,Spar,54,9.60,2016-05-17 18:25:39
Manchester,Tesco,15,7.25,2017-01-04 04:56:30
Manchester,Morissons,8,8.32,2016-12-28 23:41:53
Newcastle,Coop,18,3.99,2016-12-31 08:52:41
Newcastle,Spar,28,3.99,2016-03-11 22:09:54
London,Aldi,25,9.94,2016-10-04 01:56:44
Birmingham,Coop,14,0.36,2016-10-12 01:15:06
Manchester,Coop,47,7.05,2016-05-01 05:27:12
Manchester,Morissons,13,8.53,2016-12-11 07:31:06
Edinburgh,Aldi,6,4.36,2017-01-11 19:43:40
Newcastle,Morissons,18,3.99,2017-01-20 19:16:14
Birmingham,Spar,18,3.99,2017-01-21 23:56:15
Edinburgh,Spar,15,7.25,2017-01-12 15:15:27
Newcastle,Tesco,38,8.22,2016-09-18 11:20:48
Manchester,Aldi,45,8.92,2016-11-18 05:45:57
Birmingham,Coop,45,8.92,2016-10-02 11:34:41
Newcastle,Aldi,50,3.06,2016-07-08 05:28:39
Glasglow,Aldi,11,5.41,2017-02-01 11:11:22
Manchester,Lidil,34,9.47,2017-03-05 20:48:41
London,Spar,27,4.42,2017-03-09 16:21:38
Manchester,Aldi,13,8.53,2017-02-25 09:31:31
Manchester,Sainsbury,4,1.98,2016-11-06 16:17:52
Birmingham,Coop,18,3.99,2017-01-27 21:31:32
Glasglow,Spar,9,2.35,2017-01-07 00:49:07
Birmingham,Sainsbury,60,3.85,2016-08-29 10:48:38
Newcastle,Tesco,31,6.10,2016-03-29 11:23:39
Newcastle,Aldi,58,9.94,2017-02-09 00:35:25
Birmingham,Sainsbury,5,7.93,2016-05-24 18:46:32
Manchester,Coop,42,9.19,2016-10-14 10:33:00
Glasglow,Morissons,3,5.55,2016-05-04 23:38:33
London,Aldi,42,9.19,2017-01-10 19:18:35
Glasglow,Tesco,53,4.90,2016-05-01 06:51:09
Edinburgh,Morissons,4,1.98,2016-11-02 11:09:39
Manchester,Aldi,45,8.92,2016-07-11 06:35:47
Glasglow,Coop,56,9.55,2016-03-26 18:59:57
London,Morissons,50,3.06,2016-09-13 03:14:57
Newcastle,Tesco,27,4.42,2016-05-31 17:59:27
Glasglow,Sainsbury,24,3.44,2017-02-08 16:35:11
London,Sainsbury,24,3.44,2016-07-21 17:54:21
Manchester,Coop,37,8.00,2017-02-07 23:31:16
Glasglow,Aldi,19,3.93,2016-08-24 12:20:42
Birmingham,Aldi,3,5.55,2016-10-02 01:03:37
Edinburgh,Sainsbury,2,2.38,2016-04-26 05:14:50
Glasglow,Sainsbury,32,5.49,2016-10-10 12:54:46
Birmingham,Tesco,45,8.92,2017-01-15 08:37:54
Manchester,Tesco,54,9.60,2016-12-26 11:38:43
Birmingham,Morissons,54,9.60,2017-01-25 05:11:38
Glasglow,Sainsbury,21,5.78,2016-08-16 03:11:54
Manchester,Sainsbury,3,5.55,2016-10-22 05:04:19
Glasglow,Coop,37,8.00,2016-12-05 13:16:57
London,Coop,29,1.14,2016-03-09 10:57:54
Birmingham,Aldi,48,1.26,2016-06-30 07:26:42
London,Spar,2,2.38,2016-04-16 21:23:17
Birmingham,Sainsbury,19,3.93,2016-06-07 14:01:27
Edinburgh,Aldi,22,1.07,2016-08-16 17:46:24
Manchester,Aldi,52,8.17,2016-05-10 00:05:39
Birmingham,Aldi,24,3.44,2016-04-26 06:23:28
Newcastle,Tesco,33,6.82,2016-03-08 08:40:02
London,Coop,20,6.97,2017-03-02 04:28:51
Glasglow,Morissons,25,9.94,2017-02-11 08:17:13
Glasglow,Sainsbury,9,2.35,2016-04-24 17:45:44
Newcastle,Lidil,40,1.87,2017-01-03 02:50:12
Birmingham,Aldi,14,0.36,2017-03-09 10:57:41
London,Spar,1,1.30,2016-03-09 01:29:23
Glasglow,Spar,4,1.98,2016-11-26 07:26:27
Newcastle,Coop,6,4.36,2016-10-31 01:55:34
London,Aldi,10,3.50,2016-07-16 15:30:27
Newcastle,Sainsbury,25,9.94,2016-07-27 14:07:55
Newcastle,Coop,38,8.22,2016-05-12 18:13:30
Birmingham,Aldi,1,1.30,2017-03-05 04:24:27
London,Coop,58,9.94,2016-12-01 18:01:31
London,Spar,47,7.05,2016-05-11 14:44:01
Newcastle,Aldi,24,3.44,2016-03-11 00:57:43
Edinburgh,Spar,54,9.60,2016-03-03 02:48:50
Edinburgh,Spar,27,4.42,2016-05-25 19:28:47
Edinburgh,Lidil,10,3.50,2016-09-23 02:33:57
Manchester,Morissons,42,9.19,2016-07-14 13:28:18
Birmingham,Sainsbury,29,1.14,2016-12-26 18:16:34
London,Coop,18,3.99,2016-09-09 00:46:57
Glasglow,Morissons,47,7.05,2016-05-12 01:29:39
Manchester,Spar,31,6.10,2016-12-17 07:36:29
Birmingham,Aldi,58,9.94,2017-02-06 00:41:21
Newcastle,Coop,31,6.10,2016-03-08 11:36:51
Newcastle,Lidil,48,1.26,2016-03-25 16:15:30
London,Sainsbury,33,6.82,2017-02-24 04:39:02
Manchester,Coop,57,4.52,2016-11-26 08:22:22
Birmingham,Morissons,26,8.90,2016-08-26 00:59:00
Manchester,Sainsbury,15,7.25,2016-11-20 03:33:09
London,Morissons,47,7.05,2017-03-07 05:46:01
Newcastle,Sainsbury,23,7.37,2016-10-27 00:36:24
Newcastle,Sainsbury,22,1.07,2016-10-05 14:34:20
Edinburgh,Tesco,59,0.54,2016-04-22 23:02:11
Newcastle,Aldi,18,3.99,2016-11-11 13:42:27
Newcastle,Spar,25,9.94,2017-03-14 21:20:23
Manchester,Lidil,18,3.99,2016-05-03 11:18:30
Manchester,Tesco,32,5.49,2016-04-25 21:19:34
Birmingham,Coop,24,3.44,2016-03-01 16:44:04
Edinburgh,Spar,57,4.52,2016-05-29 23:01:34
London,Lidil,23,7.37,2017-02-03 13:09:53
Manchester,Coop,15,7.25,2016-03-09 23:02:16
Birmingham,Sainsbury,16,6.00,2016-03-11 08:52:17
Newcastle,Spar,13,8.53,2016-06-23 16:10:05
Newcastle,Morissons,31,6.10,2016-11-18 22:26:14
Glasglow,Morissons,16,6.00,2016-11-03 18:28:10
Edinburgh,Coop,29,1.14,2016-12-17 07:00:06
Edinburgh,Lidil,7,1.31,2016-09-06 04:38:46
Edinburgh,Sainsbury,32,5.49,2016-07-29 03:48:32
London,Sainsbury,9,2.35,2016-12-31 04:15:22
Glasglow,Sainsbury,2,2.38,2016-07-20 00:02:24
Birmingham,Coop,8,8.32,2016-07-22 07:38:31
Glasglow,Morissons,34,9.47,2017-01-12 11:01:21
Newcastle,Coop,60,3.85,2016-08-16 19:51:10
London,Sainsbury,9,2.35,2016-12-01 18:55:52
London,Aldi,38,8.22,2017-01-15 13:56:52
Glasglow,Aldi,41,6.96,2016-06-17 05:55:03
London,Lidil,17,6.34,2017-03-06 10:38:35
Glasglow,Spar,58,9.94,2016-03-03 11:46:10
Newcastle,Aldi,25,9.94,2017-02-21 09:46:02
Birmingham,Tesco,15,7.25,2016-07-15 04:46:53
Birmingham,Spar,38,8.22,2016-03-04 03:44:16
Birmingham,Aldi,26,8.90,2016-03-09 14:53:19
Glasglow,Spar,51,3.86,2016-10-13 19:13:11
London,Sainsbury,53,4.90,2016-06-22 04:59:00
Edinburgh,Spar,20,6.97,2017-02-05 07:46:29
Birmingham,Coop,29,1.14,2016-12-18 03:58:17
Glasglow,Coop,53,4.90,2016-06-24 19:07:37
Birmingham,Spar,19,3.93,2016-08-18 18:47:22
Newcastle,Lidil,36,5.67,2016-06-06 07:35:37
Birmingham,Aldi,17,6.34,2016-07-26 01:49:08
London,Coop,13,8.53,2016-12-20 18:21:13
Newcastle,Lidil,42,9.19,2016-04-16 15:33:39
Newcastle,Coop,32,5.49,2016-05-11 20:47:15
Newcastle,Aldi,40,1.87,2016-12-24 12:00:32
Glasglow,Spar,45,8.92,2016-10-01 07:25:29
Edinburgh,Aldi,39,5.92,2016-07-30 09:55:22
London,Aldi,7,1.31,2016-11-15 21:02:05
Birmingham,Aldi,38,8.22,2016-03-09 06:03:52
Glasglow,Sainsbury,24,3.44,2016-03-21 21:23:15
Birmingham,Aldi,56,9.55,2016-07-11 17:23:09
Edinburgh,Aldi,36,5.67,2017-02-17 17:57:59
Manchester,Aldi,14,0.36,2016-10-10 18:16:21
Edinburgh,Lidil,6,4.36,2016-07-11 04:58:39
London,Coop,26,8.90,2016-10-04 04:28:09
Birmingham,Spar,3,5.55,2016-06-28 09:15:14
London,Tesco,4,1.98,2016-08-09 21:51:39
Glasglow,Morissons,24,3.44,2016-06-19 00:41:28
Birmingham,Lidil,58,9.94,2016-06-12 20:46:25
Edinburgh,Morissons,38,8.22,2016-08-15 04:40:58
Birmingham,Tesco,9,2.35,2016-07-25 10:49:55
Manchester,Lidil,27,4.42,2016-07-01 17:46:18
London,Lidil,15,7.25,2016-08-07 10:14:13
Manchester,Spar,2,2.38,2016-06-21 00:06:21
Birmingham,Aldi,38,8.22,2016-07-29 17:09:25
London,Spar,21,5.78,2016-08-26 22:24:31
Edinburgh,Sainsbury,48,1.26,2016-12-03 09:36:56
Manchester,Coop,33,6.82,2017-02-26 05:45:51
Edinburgh,Spar,5,7.93,2016-06-05 11:50:26
Edinburgh,Sainsbury,45,8.92,2016-12-05 02:25:31
London,Spar,41,6.96,2016-03-01 21:27:33
London,Coop,43,4.40,2016-08-26 08:17:44
Manchester,Aldi,49,3.94,2016-06-08 09:02:44
London,Lidil,58,9.94,2016-04-07 23:32:41
Manchester,Spar,47,7.05,2016-12-22 01:12:32
Birmingham,Sainsbury,13,8.53,2016-09-02 21:51:18
Edinburgh,Lidil,9,2.35,2016-09-14 19:19:01
Birmingham,Coop,59,0.54,2016-10-10 08:44:14
Newcastle,Coop,46,0.99,2016-05-16 20:06:07
Birmingham,Coop,3,5.55,2017-02-01 19:21:30
Manchester,Lidil,30,4.50,2016-06-08 17:05:16
Edinburgh,Tesco,1,1.30,2017-01-09 21:06:10
Manchester,Spar,39,5.92,2016-12-10 08:45:22
Edinburgh,Coop,38,8.22,2016-12-28 23:42:02
London,Spar,7,1.31,2017-01-15 08:35:46
London,Aldi,24,3.44,2017-01-13 09:04:41
London,Sainsbury,58,9.94,2016-07-29 03:48:39
Manchester,Lidil,12,5.99,2016-11-04 03:57:51
London,Spar,5,7.93,2016-08-02 03:18:20
Edinburgh,Sainsbury,26,8.90,2016-04-25 11:27:37
Birmingham,Lidil,28,3.99,2017-01-14 05:42:41
Edinburgh,Spar,35,2.13,2016-08-02 12:37:15
London,Coop,59,0.54,2016-11-21 08:06:33
Glasglow,Morissons,19,3.93,2016-03-12 12:07:28
Manchester,Aldi,55,4.70,2016-12-28 06:48:54
Birmingham,Morissons,22,1.07,2016-09-22 07:34:00
Newcastle,Aldi,56,9.55,2016-09-29 09:40:58
Manchester,Aldi,30,4.50,2017-01-12 10:10:56
Manchester,Morissons,58,9.94,2016-08-23 11:44:11
Newcastle,Spar,44,4.94,2016-03-03 05:02:46
Manchester,Spar,8,8.32,2016-11-27 15:08:52
Newcastle,Aldi,13,8.53,2016-06-26 09:44:38
Manchester,Tesco,1,1.30,2016-04-14 07:10:47
Newcastle,Spar,12,5.99,2016-05-23 18:18:39
London,Spar,24,3.44,2016-03-26 09:48:45
Edinburgh,Coop,12,5.99,2016-11-07 02:00:11
Birmingham,Tesco,53,4.90,2016-03-29 06:36:45
Birmingham,Tesco,54,9.60,2016-06-03 21:31:05
Glasglow,Tesco,57,4.52,2016-06-30 12:37:00
Edinburgh,Tesco,3,5.55,2016-10-13 00:46:01
London,Lidil,50,3.06,2016-05-23 22:52:03
Newcastle,Sainsbury,22,1.07,2016-10-05 08:20:24
Edinburgh,Spar,29,1.14,2016-07-14 17:57:04
Glasglow,Spar,8,8.32,2016-11-24 11:28:58
Edinburgh,Morissons,22,1.07,2016-12-15 17:32:50
Newcastle,Lidil,39,5.92,2016-09-15 01:03:38
Manchester,Sainsbury,49,3.94,2016-11-07 21:30:22
Birmingham,Morissons,27,4.42,2016-09-16 11:10:27
Birmingham,Tesco,52,8.17,2016-05-27 21:55:15
London,Lidil,13,8.53,2016-09-14 01:45:00
Birmingham,Tesco,20,6.97,2016-06-23 16:14:05
Birmingham,Tesco,12,5.99,2016-06-01 03:24:13
Edinburgh,Sainsbury,5,7.93,2017-01-09 03:08:41
Edinburgh,Sainsbury,16,6.00,2016-08-30 22:00:58
Edinburgh,Lidil,18,3.99,2016-03-08 22:18:06
London,Morissons,19,3.93,2016-04-03 19:01:31
Glasglow,Coop,24,3.44,2016-09-19 23:35:01
Manchester,Tesco,2,2.38,2016-11-23 00:34:58
Birmingham,Sainsbury,29,1.14,2016-04-27 21:36:20
Edinburgh,Spar,53,4.90,2017-02-09 05:14:33
Newcastle,Lidil,19,3.93,2016-08-16 17:28:06
Edinburgh,Sainsbury,38,8.22,2017-02-07 05:20:16
Manchester,Sainsbury,47,7.05,2016-07-04 05:32:00
Newcastle,Morissons,44,4.94,2016-06-15 07:55:11
Glasglow,Lidil,46,0.99,2016-11-28 19:14:50
Glasglow,Spar,56,9.55,2016-11-18 02:17:23
Glasglow,Sainsbury,17,6.34,2017-03-07 23:59:17
Newcastle,Spar,9,2.35,2016-10-22 04:57:21
Glasglow,Aldi,19,3.93,2016-08-11 08:58:27
Birmingham,Morissons,45,8.92,2016-05-06 09:24:29
Edinburgh,Lidil,36,5.67,2016-11-16 19:32:53
Manchester,Morissons,3,5.55,2016-06-05 08:59:40
Birmingham,Morissons,7,1.31,2017-02-05 20:02:23
London,Spar,50,3.06,2016-11-26 22:17:55
Manchester,Morissons,39,5.92,2016-11-07 23:27:50
Edinburgh,Sainsbury,26,8.90,2016-08-25 13:29:26
Birmingham,Spar,39,5.92,2016-09-08 00:35:07
Edinburgh,Coop,56,9.55,2016-06-22 23:17:54
Edinburgh,Aldi,6,4.36,2016-12-10 10:41:30
London,Coop,2,2.38,2016-10-07 19:04:05
London,Sainsbury,8,8.32,2016-03-14 01:10:13
Glasglow,Lidil,27,4.42,2016-05-18 00:00:44
Glasglow,Sainsbury,32,5.49,2016-10-09 02:55:11
London,Aldi,57,4.52,2016-06-20 09:12:01
London,Aldi,23,7.37,2016-04-06 05:51:27
London,Coop,35,2.13,2016-07-23 06:36:12
London,Coop,48,1.26,2016-04-03 06:40:21
Manchester,Tesco,12,5.99,2016-07-22 15:43:00
Edinburgh,Spar,26,8.90,2016-09-24 15:17:47
Birmingham,Tesco,8,8.32,2017-01-17 13:40:37
Edinburgh,Coop,1,1.30,2016-10-19 18:02:54
Manchester,Sainsbury,36,5.67,2017-01-20 04:54:52
London,Tesco,35,2.13,2016-09-30 16:50:59
Edinburgh,Aldi,13,8.53,2016-08-05 23:39:06
Birmingham,Aldi,1,1.30,2016-12-27 11:30:08
London,Coop,30,4.50,2016-08-18 17:38:51
Birmingham,Spar,43,4.40,2016-12-27 12:50:25
Edinburgh,Morissons,25,9.94,2017-02-09 12:08:50
Glasglow,Tesco,47,7.05,2016-11-18 19:06:23
Glasglow,Coop,37,8.00,2016-05-08 06:16:58
Glasglow,Tesco,4,1.98,2016-04-10 14:48:36
Manchester,Aldi,13,8.53,2016-07-17 07:38:18
Manchester,Spar,24,3.44,2017-01-12 06:50:43
Birmingham,Coop,60,3.85,2016-10-24 03:39:18
Glasglow,Sainsbury,29,1.14,2016-11-18 17:58:35
Glasglow,Morissons,39,5.92,2016-12-15 17:46:50
Glasglow,Sainsbury,42,9.19,2016-05-01 19:06:55
Birmingham,Aldi,39,5.92,2017-02-08 12:00:05
Birmingham,Aldi,30,4.50,2016-10-28 01:30:39
London,Sainsbury,27,4.42,2016-07-05 09:25:25
London,Tesco,15,7.25,2016-11-26 07:15:53
Edinburgh,Sainsbury,57,4.52,2016-08-06 05:43:08
London,Sainsbury,48,1.26,2016-12-23 02:28:44
Glasglow,Sainsbury,34,9.47,2016-08-30 19:01:17
London,Aldi,33,6.82,2016-09-28 03:19:13
Edinburgh,Lidil,48,1.26,2016-11-25 09:25:15
London,Lidil,10,3.50,2016-12-11 16:38:40
London,Sainsbury,56,9.55,2016-10-06 22:29:51
Birmingham,Spar,24,3.44,2016-09-24 00:30:41
Newcastle,Aldi,32,5.49,2016-03-05 14:17:52
London,Spar,59,0.54,2016-08-28 03:16:40
Manchester,Sainsbury,42,9.19,2016-04-22 08:58:30
Manchester,Coop,5,7.93,2017-02-06 12:31:04
Edinburgh,Tesco,35,2.13,2016-12-05 23:12:25
London,Coop,53,4.90,2016-10-19 05:46:45
Birmingham,Spar,15,7.25,2016-08-03 13:08:15
Newcastle,Spar,56,9.55,2017-02-18 07:34:38
Edinburgh,Tesco,20,6.97,2016-05-29 03:27:00
London,Aldi,19,3.93,2016-11-01 00:22:56
Manchester,Spar,48,1.26,2016-09-17 03:10:04
Newcastle,Aldi,27,4.42,2016-03-09 20:05:08
Manchester,Sainsbury,17,6.34,2016-06-14 07:40:28
London,Spar,58,9.94,2016-10-04 05:49:57
Edinburgh,Sainsbury,49,3.94,2016-06-30 10:51:37
London,Tesco,11,5.41,2016-06-26 08:09:38
Newcastle,Aldi,11,5.41,2016-08-06 10:34:14
London,Sainsbury,44,4.94,2016-03-24 20:07:17
Manchester,Lidil,28,3.99,2017-03-03 16:22:32
Manchester,Spar,20,6.97,2016-12-06 06:17:54
Edinburgh,Sainsbury,21,5.78,2016-10-03 16:49:04
Birmingham,Sainsbury,41,6.96,2016-07-02 11:31:51
Manchester,Coop,1,1.30,2016-10-15 20:12:02
Birmingham,Coop,45,8.92,2016-07-14 18:36:48
Edinburgh,Coop,26,8.90,2016-06-14 21:36:21
Edinburgh,Coop,56,9.55,2016-11-05 22:31:59
Glasglow,Spar,42,9.19,2016-08-06 00:41:34
Edinburgh,Aldi,30,4.50,2016-07-28 21:27:34
Glasglow,Lidil,54,9.60,2016-03-19 17:47:34
Edinburgh,Morissons,5,7.93,2016-03-31 23:27:12
London,Lidil,6,4.36,2017-01-01 04:38:08
Manchester,Spar,52,8.17,2017-02-19 00:51:43
Birmingham,Morissons,25,9.94,2016-10-07 16:22:31
London,Spar,39,5.92,2016-05-23 16:13:01
Newcastle,Sainsbury,26,8.90,2016-04-30 03:40:27
Manchester,Aldi,54,9.60,2016-04-06 20:57:46
Birmingham,Coop,30,4.50,2016-12-26 01:30:56
Manchester,Lidil,6,4.36,2016-04-05 23:36:17
Glasglow,Spar,47,7.05,2016-05-15 04:29:03
Birmingham,Morissons,22,1.07,2017-03-03 23:53:57
London,Morissons,60,3.85,2017-02-07 12:02:47
Newcastle,Spar,39,5.92,2016-12-13 02:56:15
Newcastle,Lidil,22,1.07,2016-03-11 10:17:20
Manchester,Tesco,24,3.44,2017-01-02 10:31:11
Birmingham,Spar,16,6.00,2016-05-22 20:17:38
Manchester,Tesco,15,7.25,2017-02-01 06:03:42
London,Aldi,21,5.78,2016-10-10 22:24:15
Glasglow,Coop,44,4.94,2016-06-05 11:50:33
Birmingham,Lidil,52,8.17,2016-06-27 15:18:50
London,Morissons,37,8.00,2016-09-15 15:37:54
Edinburgh,Morissons,26,8.90,2016-09-25 07:18:40
Newcastle,Sainsbury,23,7.37,2016-08-06 00:58:42
Newcastle,Coop,25,9.94,2017-02-14 23:35:30
Edinburgh,Tesco,43,4.40,2016-04-24 04:59:03
London,Lidil,46,0.99,2016-12-31 06:15:58
Glasglow,Aldi,19,3.93,2017-03-09 16:28:38
Birmingham,Lidil,11,5.41,2016-11-17 07:57:58
London,Sainsbury,32,5.49,2016-03-08 22:14:23
Glasglow,Morissons,1,1.30,2017-02-25 05:40:02
Manchester,Tesco,42,9.19,2016-10-21 23:17:51
Birmingham,Morissons,55,4.70,2017-03-15 03:22:27
Newcastle,Sainsbury,50,3.06,2016-12-06 23:03:08
London,Tesco,35,2.13,2017-01-23 22:53:18
Birmingham,Coop,57,4.52,2016-05-12 22:14:50
Edinburgh,Aldi,58,9.94,2016-06-29 05:28:47
Manchester,Aldi,24,3.44,2016-03-10 22:01:33
Edinburgh,Spar,43,4.40,2016-03-16 12:18:16
London,Tesco,29,1.14,2016-06-12 01:55:40
Newcastle,Coop,21,5.78,2016-09-04 16:27:23
London,Morissons,25,9.94,2016-04-06 14:55:10
London,Sainsbury,11,5.41,2016-08-20 16:46:26
London,Spar,44,4.94,2016-12-03 04:06:59
Edinburgh,Lidil,26,8.90,2016-10-31 20:09:36
Birmingham,Aldi,35,2.13,2016-05-17 22:19:45
Birmingham,Coop,27,4.42,2016-10-13 01:02:06
Birmingham,Lidil,36,5.67,2016-10-03 14:02:14
Glasglow,Sainsbury,56,9.55,2016-05-30 10:34:14
Newcastle,Sainsbury,47,7.05,2016-08-03 16:44:25
Newcastle,Tesco,31,6.10,2016-07-23 15:50:11
Glasglow,Morissons,32,5.49,2016-07-18 11:27:16
Newcastle,Tesco,27,4.42,2016-10-20 16:30:27
Manchester,Tesco,26,8.90,2016-04-26 18:54:20
Birmingham,Lidil,32,5.49,2016-12-01 17:52:33
Manchester,Coop,50,3.06,2016-08-08 14:02:05
Newcastle,Coop,28,3.99,2016-06-12 07:35:41
Manchester,Morissons,13,8.53,2016-10-31 01:16:54
Newcastle,Tesco,43,4.40,2016-10-28 02:41:57
Birmingham,Sainsbury,46,0.99,2016-04-19 00:37:24
Manchester,Morissons,54,9.60,2016-11-27 10:19:43
Newcastle,Sainsbury,46,0.99,2017-03-12 18:15:47
Edinburgh,Coop,53,4.90,2016-10-28 23:34:37
Glasglow,Tesco,1,1.30,2016-10-19 14:24:02
Birmingham,Sainsbury,2,2.38,2016-11-08 08:11:13
Glasglow,Tesco,10,3.50,2016-04-22 20:54:11
Manchester,Lidil,16,6.00,2016-06-18 18:15:53
Manchester,Lidil,56,9.55,2016-06-28 15:19:35
Birmingham,Sainsbury,37,8.00,2016-06-15 22:58:22
London,Spar,6,4.36,2016-07-31 00:16:22
Glasglow,Aldi,21,5.78,2016-10-31 02:07:33
Edinburgh,Aldi,6,4.36,2016-06-21 07:51:38
Glasglow,Sainsbury,46,0.99,2016-07-07 06:20:11
Manchester,Aldi,51,3.86,2016-12-15 09:41:52
Glasglow,Coop,1,1.30,2016-04-04 07:30:26
Newcastle,Spar,29,1.14,2016-08-26 16:03:21
Birmingham,Lidil,51,3.86,2017-03-08 06:45:54
Edinburgh,Tesco,16,6.00,2016-05-23 05:59:32
Birmingham,Spar,23,7.37,2016-11-24 01:41:21
Glasglow,Spar,20,6.97,2016-05-07 15:37:21
Glasglow,Sainsbury,27,4.42,2016-03-21 16:57:26
Newcastle,Tesco,58,9.94,2016-06-17 19:43:25
Newcastle,Morissons,20,6.97,2016-07-22 23:12:43
Birmingham,Aldi,18,3.99,2016-10-15 17:28:39
Edinburgh,Morissons,29,1.14,2016-12-19 15:49:28
Glasglow,Sainsbury,57,4.52,2016-10-04 06:39:02
Newcastle,Coop,19,3.93,2016-08-11 20:55:26
Birmingham,Tesco,5,7.93,2016-10-26 00:49:19
Edinburgh,Tesco,42,9.19,2016-11-27 02:54:27
London,Sainsbury,15,7.25,2016-10-20 07:27:30
Glasglow,Lidil,7,1.31,2016-11-27 21:21:38
London,Sainsbury,12,5.99,2016-08-29 14:31:35
Edinburgh,Sainsbury,48,1.26,2016-10-13 05:51:40
London,Lidil,27,4.42,2017-02-18 13:50:41
Newcastle,Morissons,5,7.93,2016-04-07 06:54:30
Manchester,Spar,44,4.94,2016-09-15 05:22:44
Manchester,Morissons,41,6.96,2016-05-11 20:43:37
London,Spar,2,2.38,2016-05-16 10:17:48
Edinburgh,Spar,43,4.40,2016-03-05 11:46:37
Newcastle,Sainsbury,8,8.32,2016-04-24 15:10:32
Manchester,Spar,8,8.32,2016-09-22 04:52:27
Glasglow,Sainsbury,26,8.90,2016-03-12 01:18:11
Manchester,Lidil,43,4.40,2016-11-06 17:52:40
Manchester,Aldi,29,1.14,2016-09-28 08:48:32
