component,terminal_id,temperature,timestamp
USB,20,58.4,2016-11-02 01:53:49
GPU,20,74.1,2016-05-22 07:20:40
Battery,6,71.3,2017-02-24 07:46:26
Battery,3,61.3,2016-06-01 22:16:32
Battery,9,91.8,2016-12-31 14:47:07
GPU,16,56.1,2017-02-19 21:43:39
USB,12,79.7,2016-09-14 03:03:40
GPU,2,99.7,2016-05-26 15:50:41
USB,16,97.2,2016-06-24 01:14:33
CPU,12,77.3,2016-07-11 16:59:24
GPU,4,62.4,2016-07-31 09:57:07
GPU,18,78.4,2016-05-13 11:15:08
GPU,2,69.9,2016-11-08 16:17:56
CPU,5,44.5,2017-03-13 18:46:07
CPU,12,92.9,2016-06-21 07:20:27
Monitor,16,94.0,2017-03-05 23:06:17
Monitor,4,61.3,2016-06-10 07:56:40
GPU,20,85.3,2017-01-15 17:55:26
CPU,1,93.8,2016-08-24 23:31:11
CPU,12,65.7,2017-03-13 00:25:06
Monitor,14,80.5,2017-02-11 13:06:06
GPU,6,50.4,2016-06-18 13:31:15
USB,19,92.7,2016-04-11 20:36:48
Monitor,12,70.9,2017-01-02 14:39:27
GPU,20,92.5,2017-02-11 01:27:44
Monitor,18,43.9,2016-12-31 15:33:09
Monitor,10,49.1,2016-12-07 17:49:58
Battery,13,65.7,2016-04-07 14:19:11
Battery,16,97.7,2016-03-03 04:41:44
CPU,5,78.8,2016-06-03 12:46:13
Monitor,20,68.5,2016-04-02 23:01:54
Monitor,19,63.3,2016-08-19 08:20:10
GPU,16,81.1,2016-09-01 05:25:00
Battery,8,53.7,2016-12-17 22:38:30
CPU,12,71.3,2016-04-11 13:24:37
USB,1,94.4,2016-09-18 06:47:29
USB,17,97.9,2016-09-01 14:12:45
Battery,14,83.7,2017-02-02 23:50:55
USB,3,92.1,2017-03-12 22:12:31
Monitor,4,86.7,2016-07-05 10:04:52
Monitor,9,65.7,2016-08-10 04:32:09
GPU,17,57.1,2017-01-27 23:43:23
Monitor,5,52.1,2016-05-10 17:38:03
Monitor,8,69.2,2017-03-11 03:52:45
Monitor,1,71.8,2017-02-21 09:44:42
Monitor,11,88.3,2016-03-03 08:05:13
GPU,19,41.8,2017-02-16 13:24:56
GPU,19,82.0,2016-11-10 02:22:34
Monitor,13,44.1,2016-12-17 09:32:55
USB,2,54.0,2016-04-27 01:51:34
USB,1,98.8,2016-06-27 01:15:11
CPU,5,58.1,2016-07-02 00:49:17
Battery,13,46.5,2016-07-11 10:49:40
Monitor,1,94.7,2017-02-15 13:14:29
USB,1,75.5,2016-03-19 15:10:44
CPU,5,90.6,2016-03-24 05:59:19
USB,1,96.2,2016-04-15 17:12:17
GPU,19,60.8,2017-01-09 08:23:50
Monitor,1,44.1,2017-01-03 20:03:34
CPU,15,90.6,2016-04-19 14:04:44
GPU,2,99.1,2017-01-10 01:03:34
USB,10,73.7,2016-12-02 00:08:20
CPU,1,49.9,2016-09-22 12:18:30
GPU,15,56.0,2016-09-17 15:34:55
GPU,15,99.1,2016-11-08 14:21:14
GPU,12,98.8,2016-07-08 17:26:55
GPU,11,86.0,2016-08-03 01:53:20
Battery,6,75.1,2016-05-15 16:26:23
CPU,7,74.0,2016-07-05 10:07:47
Monitor,1,44.6,2016-07-14 01:22:08
GPU,20,82.8,2016-12-10 15:59:46
Battery,6,66.0,2017-02-02 16:28:57
Battery,13,77.8,2016-11-27 17:17:49
Battery,4,65.3,2016-04-07 07:08:28
CPU,18,41.7,2016-09-16 02:43:17
CPU,19,74.2,2016-10-03 21:52:54
GPU,8,54.9,2016-08-16 08:27:43
USB,19,59.4,2016-06-03 07:23:48
Battery,12,79.8,2016-05-02 12:24:38
Battery,7,90.7,2016-06-24 08:43:26
CPU,10,53.1,2017-01-31 08:13:10
USB,16,42.9,2016-10-28 16:40:20
USB,14,93.0,2016-07-02 18:05:15
Battery,16,45.1,2016-08-18 02:01:35
GPU,20,93.1,2016-09-26 03:40:18
GPU,3,68.2,2017-01-03 14:24:01
GPU,2,61.5,2017-01-04 04:44:41
CPU,4,81.9,2016-08-22 20:59:10
Battery,17,43.3,2017-01-16 02:57:25
Monitor,19,86.6,2016-04-21 03:25:23
CPU,7,96.9,2016-03-29 13:51:45
CPU,17,60.0,2017-02-26 10:41:52
Battery,20,70.6,2016-05-05 12:36:46
USB,10,74.5,2017-03-02 04:51:13
Battery,3,83.9,2016-06-24 21:51:30
CPU,13,50.3,2016-03-29 09:27:04
USB,6,60.1,2016-11-22 18:44:16
Battery,15,42.3,2016-09-21 17:30:03
Monitor,13,42.9,2016-08-15 14:42:42
Monitor,6,56.1,2016-12-07 00:23:06
GPU,9,92.5,2017-01-09 19:52:23
Monitor,16,63.9,2016-05-27 09:19:34
USB,5,87.4,2016-12-09 07:07:46
Battery,12,78.1,2016-04-21 09:44:54
USB,1,42.2,2017-01-01 00:21:02
CPU,20,41.1,2016-07-04 02:15:06
GPU,19,90.5,2016-06-22 19:59:51
Monitor,1,70.3,2016-05-27 07:24:11
Monitor,14,94.8,2016-06-11 01:30:29
USB,2,89.6,2016-07-14 08:20:50
CPU,6,48.7,2016-03-10 13:07:46
USB,13,94.1,2016-12-07 00:52:29
Battery,17,95.4,2016-09-30 04:00:03
Battery,7,66.5,2017-02-11 11:05:14
Monitor,10,58.3,2016-07-30 00:05:29
USB,16,61.9,2016-09-09 10:22:08
Monitor,12,54.0,2016-03-12 19:07:31
USB,16,46.2,2016-04-25 06:15:07
GPU,10,41.3,2016-03-16 11:02:23
CPU,14,69.8,2016-05-12 23:16:33
Battery,9,52.5,2016-12-19 21:38:15
Monitor,3,80.7,2016-03-29 20:29:09
USB,9,81.9,2016-10-14 21:45:59
USB,1,68.6,2016-04-28 15:44:05
CPU,3,52.5,2016-06-17 05:30:45
Monitor,17,82.4,2016-11-30 22:24:58
GPU,13,95.8,2016-09-29 11:00:28
USB,15,46.2,2016-06-09 21:11:02
Battery,19,45.5,2016-07-16 15:02:25
Battery,11,51.7,2016-05-07 00:32:20
Monitor,9,84.4,2017-01-30 16:14:05
USB,15,76.7,2016-07-26 05:07:35
GPU,13,42.5,2016-04-02 12:56:22
USB,8,99.2,2016-04-03 09:00:54
CPU,9,89.9,2016-10-11 23:03:34
GPU,5,66.4,2016-06-23 20:23:35
Monitor,2,97.4,2017-02-26 00:44:31
Battery,16,52.5,2016-12-21 20:12:56
GPU,3,94.4,2017-03-09 23:58:09
Battery,3,54.2,2016-03-28 07:16:09
USB,4,45.5,2016-06-10 00:29:45
Monitor,8,69.1,2016-09-27 21:40:05
CPU,8,78.6,2016-12-06 13:09:59
USB,5,75.6,2016-03-27 21:47:59
Monitor,17,82.3,2016-07-13 10:28:50
GPU,17,88.2,2016-08-08 23:41:11
USB,17,65.5,2016-08-01 09:56:32
Battery,19,79.3,2016-11-15 20:12:22
Battery,17,75.0,2016-11-16 23:04:08
Battery,6,45.5,2016-03-04 16:13:23
Monitor,3,86.5,2016-11-10 23:21:06
Battery,19,52.2,2016-07-22 13:30:33
Monitor,8,76.1,2016-10-03 18:18:34
Monitor,11,92.2,2017-01-07 13:34:36
GPU,17,64.0,2016-06-07 09:12:26
Battery,2,58.1,2016-12-30 01:15:40
USB,11,56.3,2017-01-09 09:36:32
Battery,16,67.0,2016-11-20 17:06:58
CPU,9,85.2,2016-06-09 21:49:29
CPU,17,96.6,2016-06-10 03:33:14
Monitor,5,96.0,2016-09-28 04:25:50
CPU,15,55.3,2016-09-02 07:50:08
Battery,14,76.6,2016-04-21 10:36:28
Monitor,15,50.3,2017-02-24 15:33:47
USB,10,91.5,2016-05-24 21:21:52
USB,4,62.4,2017-02-18 11:31:14
Battery,14,82.7,2016-05-30 04:37:03
USB,10,74.0,2016-12-06 22:26:26
Battery,4,94.6,2016-06-12 08:53:47
CPU,14,83.0,2016-11-04 17:42:20
USB,8,54.3,2017-02-08 04:54:11
Monitor,1,48.7,2017-03-08 08:54:54
Monitor,7,62.7,2016-07-17 03:53:56
Monitor,7,68.8,2017-02-16 07:21:05
Monitor,9,90.9,2016-08-19 14:00:02
CPU,16,84.5,2016-10-10 16:09:42
Battery,13,54.9,2016-06-19 13:29:36
CPU,20,85.3,2017-02-13 18:39:08
Battery,4,96.2,2016-10-29 01:34:01
GPU,7,47.2,2016-04-19 09:52:08
Monitor,3,50.9,2016-11-23 08:05:00
USB,15,88.2,2017-01-16 15:13:25
Monitor,12,93.8,2016-08-09 22:07:32
CPU,17,58.9,2016-05-05 20:03:07
CPU,7,50.5,2016-07-05 15:23:12
Monitor,9,70.9,2016-04-30 15:58:55
USB,5,84.6,2016-08-23 02:20:36
GPU,17,40.5,2017-02-18 20:36:23
USB,3,61.2,2017-02-28 07:57:40
GPU,9,41.6,2017-01-31 21:16:52
CPU,11,95.3,2016-07-09 23:33:55
Battery,16,44.8,2017-01-22 14:39:43
CPU,7,69.6,2016-09-04 03:16:25
Battery,7,70.6,2016-04-20 09:28:33
GPU,7,69.6,2016-06-23 12:46:24
Battery,9,77.6,2016-06-17 11:12:07
GPU,2,77.3,2016-10-02 12:15:05
Battery,16,41.9,2016-11-24 08:49:44
USB,16,64.8,2016-09-18 11:32:00
Battery,20,66.4,2016-05-08 10:59:07
GPU,17,99.3,2016-10-09 04:50:57
CPU,6,95.4,2017-03-15 18:43:33
CPU,4,50.2,2016-12-06 05:53:38
GPU,12,85.4,2016-09-23 06:05:10
GPU,1,52.4,2016-06-01 14:23:21
Battery,6,85.4,2016-07-04 04:09:01
Monitor,4,82.7,2016-11-03 12:36:31
CPU,16,71.2,2016-09-14 14:56:20
GPU,1,40.6,2016-05-24 21:59:00
Monitor,6,45.3,2016-08-01 02:08:35
GPU,9,72.5,2017-02-07 22:49:17
Monitor,11,94.3,2017-02-01 23:03:49
Battery,5,79.6,2016-10-14 23:22:09
USB,11,69.4,2016-08-14 00:22:28
GPU,19,86.8,2016-04-04 08:38:33
Battery,4,48.5,2016-03-15 15:35:12
Battery,12,95.1,2016-11-06 17:33:11
GPU,3,72.8,2016-04-09 04:04:56
Monitor,17,94.2,2016-05-11 12:04:04
GPU,18,44.2,2016-10-20 17:06:06
Battery,5,70.8,2016-10-31 08:50:36
Battery,15,55.3,2016-06-06 02:42:18
USB,13,69.0,2016-10-19 20:52:41
CPU,17,95.2,2016-12-16 17:09:21
Monitor,8,49.5,2016-07-15 05:49:47
USB,3,70.1,2016-10-01 19:25:15
Battery,18,90.7,2016-12-31 06:23:37
Monitor,18,83.0,2016-06-04 02:32:08
Battery,15,82.0,2016-10-31 07:08:58
Monitor,16,59.6,2016-12-05 08:24:46
CPU,10,76.4,2016-07-31 19:35:26
CPU,13,84.7,2017-01-24 08:45:59
Battery,1,69.2,2016-04-21 21:04:20
Monitor,2,49.7,2017-02-14 13:07:19
Battery,11,54.4,2016-12-03 15:35:31
Battery,2,42.5,2016-06-03 03:20:33
USB,10,40.1,2017-02-18 05:56:18
CPU,5,66.7,2016-12-13 01:22:02
Monitor,16,57.7,2016-04-14 08:27:56
CPU,10,89.2,2016-08-03 05:45:14
USB,16,71.1,2016-04-07 01:05:34
CPU,3,57.9,2017-02-18 15:49:28
CPU,16,49.2,2016-04-02 23:22:53
GPU,11,56.8,2016-08-12 11:58:39
GPU,18,96.6,2016-12-08 09:52:52
USB,15,99.0,2016-11-16 16:18:36
Battery,1,78.1,2016-08-19 11:00:26
Battery,11,75.3,2017-03-08 01:10:40
Monitor,17,57.2,2016-11-16 18:10:40
GPU,1,96.0,2016-05-13 13:18:36
Battery,7,67.9,2016-12-11 04:36:24
CPU,15,99.7,2017-01-24 20:21:36
Monitor,10,89.1,2016-05-12 21:46:25
GPU,13,74.2,2016-04-11 22:57:53
USB,9,66.4,2016-04-11 18:05:42
GPU,13,70.1,2016-10-06 18:26:19
Battery,17,60.8,2016-05-28 04:40:03
GPU,10,61.4,2017-03-10 03:39:51
GPU,9,41.2,2016-05-28 12:11:18
Monitor,9,87.9,2016-08-09 19:30:44
USB,10,73.0,2016-03-18 13:48:07
Monitor,16,74.2,2016-04-12 09:34:57
GPU,17,42.2,2016-05-25 18:20:17
USB,20,53.3,2016-05-05 03:05:48
USB,7,95.6,2016-10-21 12:33:06
GPU,1,79.9,2016-08-24 19:30:45
GPU,5,65.7,2016-10-03 11:57:59
Monitor,1,53.1,2017-03-07 07:38:41
Battery,17,93.1,2016-04-11 05:40:33
USB,15,45.0,2016-09-04 19:16:13
Battery,7,45.6,2017-02-07 03:46:39
Battery,14,57.3,2016-09-23 09:36:27
GPU,11,58.7,2017-01-10 16:26:26
USB,11,41.7,2016-04-10 13:21:21
CPU,9,97.9,2017-02-25 23:51:47
GPU,8,69.6,2016-10-05 17:23:18
USB,13,41.2,2016-12-25 01:05:07
USB,10,72.7,2016-12-09 10:04:48
GPU,2,91.1,2017-02-04 02:39:13
CPU,5,74.1,2016-07-22 02:34:31
GPU,19,72.3,2016-03-12 07:39:04
CPU,9,66.8,2017-03-04 06:38:38
Battery,3,48.2,2016-07-08 19:51:59
Battery,19,91.7,2016-06-21 11:07:43
CPU,19,84.9,2016-03-27 20:03:02
CPU,19,90.1,2016-04-24 03:27:12
USB,13,89.7,2016-04-15 17:05:35
Monitor,10,57.8,2017-01-06 10:36:49
Monitor,15,87.7,2016-12-23 14:18:46
Monitor,9,75.7,2016-06-14 20:12:18
CPU,2,55.0,2016-04-11 15:41:04
Battery,11,50.6,2016-08-20 16:55:36
USB,13,64.4,2016-05-26 15:20:04
GPU,15,82.6,2016-08-17 04:46:20
Battery,11,98.3,2016-08-12 16:34:14
Monitor,20,87.9,2016-10-10 01:17:43
CPU,3,44.2,2017-02-09 17:43:56
USB,15,44.5,2017-01-15 02:47:42
USB,20,76.7,2016-08-08 01:54:50
GPU,2,78.3,2016-11-01 09:34:38
USB,8,42.3,2016-05-15 11:17:05
USB,15,60.6,2016-09-12 22:23:55
USB,1,60.6,2016-07-05 16:10:26
USB,2,87.4,2016-12-19 18:25:33
USB,10,50.7,2016-10-25 20:29:40
USB,8,87.1,2017-02-13 15:54:23
Battery,13,43.0,2016-11-16 06:28:32
Battery,13,99.4,2016-07-07 16:41:14
Monitor,18,85.1,2016-10-20 22:59:50
CPU,20,45.9,2016-09-26 13:46:38
USB,18,85.0,2017-01-05 12:34:30
Battery,8,71.0,2016-07-27 19:44:17
GPU,17,70.0,2016-10-14 22:42:46
Battery,13,42.5,2016-11-01 21:04:22
GPU,5,76.6,2016-04-26 17:14:41
USB,8,69.3,2016-05-11 04:59:50
Battery,1,52.1,2016-07-23 22:56:53
Battery,20,46.2,2016-09-26 03:36:32
CPU,18,50.5,2016-07-11 17:28:50
Monitor,9,62.3,2016-07-26 05:33:29
CPU,1,48.5,2016-11-16 18:56:10
Monitor,20,50.8,2017-01-01 12:03:27
USB,6,48.0,2017-01-02 02:52:01
CPU,4,68.4,2016-07-04 12:48:53
GPU,3,40.9,2016-09-18 23:59:55
GPU,12,68.2,2016-03-21 01:54:39
CPU,10,42.9,2016-03-02 12:28:04
Monitor,10,86.5,2017-02-17 23:17:11
USB,12,71.4,2016-08-05 01:25:11
GPU,9,68.1,2016-03-09 10:24:53
CPU,12,81.3,2016-12-24 18:46:12
GPU,17,90.9,2016-09-22 03:04:30
Monitor,20,73.9,2016-09-05 21:23:52
GPU,18,69.4,2016-10-22 07:45:06
CPU,6,98.2,2017-02-04 11:06:24
GPU,1,59.4,2016-07-15 03:51:32
GPU,15,86.6,2017-01-31 11:48:22
Battery,7,42.2,2017-02-28 00:51:32
Monitor,11,90.3,2016-11-14 10:40:34
GPU,13,78.4,2016-10-30 00:53:35
CPU,12,90.4,2016-03-10 03:42:53
CPU,15,40.4,2017-01-06 01:00:57
GPU,15,60.4,2016-06-02 06:42:03
USB,18,65.8,2016-07-28 15:43:33
Monitor,9,90.0,2017-03-07 00:29:10
Monitor,12,78.9,2016-06-07 23:20:27
GPU,2,60.4,2016-10-16 07:37:36
Battery,6,87.4,2016-08-27 02:04:44
GPU,17,60.5,2016-12-18 20:21:30
Battery,19,88.2,2016-07-17 09:33:11
Monitor,3,74.5,2017-01-16 09:15:01
CPU,5,54.8,2017-01-09 22:56:16
USB,9,43.1,2016-08-26 17:43:27
GPU,16,82.0,2016-11-13 22:18:10
CPU,11,57.5,2016-07-11 12:37:24
CPU,2,87.0,2016-07-25 00:45:20
CPU,15,40.7,2016-11-16 06:29:45
GPU,16,41.0,2016-03-10 00:11:32
CPU,15,49.2,2016-10-23 16:49:39
Monitor,13,80.1,2016-10-11 12:19:26
Battery,7,96.5,2016-10-10 11:04:43
Battery,9,66.7,2016-05-17 06:41:24
Monitor,9,42.2,2016-10-08 03:14:28
GPU,16,94.2,2016-04-11 13:41:27
CPU,10,80.1,2016-07-16 19:57:18
GPU,3,64.6,2016-12-02 00:31:45
Battery,2,87.3,2016-03-29 05:34:12
CPU,16,93.1,2016-05-27 13:16:05
GPU,4,62.9,2017-02-12 18:41:56
GPU,19,65.6,2016-08-23 23:16:03
GPU,13,80.4,2016-11-18 07:07:59
CPU,20,92.9,2017-01-10 11:41:38
USB,16,94.8,2016-06-14 15:18:46
CPU,4,73.4,2016-03-25 07:34:22
Battery,16,76.1,2016-11-09 22:54:44
CPU,15,94.6,2016-05-11 23:53:01
GPU,3,65.2,2016-12-03 23:50:26
USB,10,79.8,2016-03-15 14:35:08
Monitor,3,60.6,2017-01-06 21:32:16
CPU,13,94.8,2016-09-22 05:59:53
CPU,17,80.0,2016-06-19 09:44:45
Monitor,6,89.3,2016-11-10 16:19:02
Monitor,1,88.2,2016-12-14 05:45:39
USB,10,49.1,2016-09-09 01:47:46
Monitor,7,80.5,2016-05-14 03:57:49
USB,16,57.4,2016-07-19 02:39:08
Monitor,8,77.0,2016-10-29 01:41:50
GPU,7,72.0,2016-05-05 06:08:34
GPU,6,72.5,2017-02-13 01:49:57
Battery,6,97.4,2016-07-06 16:42:54
USB,15,86.5,2016-07-21 13:39:34
CPU,14,80.7,2016-07-24 05:43:27
Monitor,11,44.1,2016-05-19 02:46:53
Monitor,14,56.3,2016-10-31 23:22:46
CPU,15,81.2,2016-09-29 21:24:51
USB,20,74.0,2016-04-14 23:26:40
GPU,1,84.4,2016-12-29 01:25:41
GPU,19,76.4,2016-08-11 13:26:15
CPU,8,69.8,2016-03-18 10:56:29
USB,20,58.1,2017-01-12 03:38:43
USB,4,48.3,2016-10-26 12:52:17
Monitor,12,41.5,2016-11-09 19:33:33
Monitor,14,85.8,2016-04-15 09:55:09
GPU,3,94.6,2016-10-17 20:36:00
CPU,1,88.3,2016-06-17 12:21:45
Monitor,7,56.1,2016-05-30 20:59:48
USB,10,58.4,2016-03-19 15:30:20
CPU,16,79.5,2016-08-31 21:03:13
CPU,4,72.0,2016-04-21 19:07:16
CPU,3,90.3,2017-02-11 16:43:50
CPU,13,84.1,2016-10-13 22:17:42
CPU,7,94.1,2016-04-07 11:13:08
USB,3,79.8,2016-12-09 23:22:33
GPU,19,73.3,2016-10-21 15:17:13
GPU,14,40.9,2016-04-05 12:42:06
Monitor,3,62.2,2017-02-04 09:23:58
CPU,7,64.3,2016-09-01 04:43:24
CPU,5,93.6,2016-12-08 23:14:07
USB,7,70.8,2016-04-04 11:07:57
GPU,16,51.7,2016-10-15 10:45:38
GPU,17,90.4,2016-07-04 07:52:55
USB,1,71.9,2016-12-04 01:13:12
GPU,17,93.6,2016-05-28 02:13:17
Battery,15,85.2,2017-02-03 18:29:43
Monitor,11,58.3,2016-12-18 01:11:53
GPU,4,55.4,2017-01-23 16:36:23
Battery,3,83.5,2016-10-22 17:30:52
CPU,11,52.1,2016-10-07 21:27:32
GPU,9,41.0,2016-04-13 00:33:52
CPU,10,54.7,2016-04-05 18:53:41
CPU,16,71.3,2016-12-17 10:46:52
CPU,15,66.9,2016-04-09 18:41:17
Monitor,18,42.8,2017-02-16 15:43:10
CPU,4,59.3,2017-01-01 22:09:08
USB,2,47.6,2016-11-10 07:55:33
CPU,19,43.3,2016-03-05 05:18:02
USB,2,86.5,2017-01-27 14:21:06
USB,17,86.6,2016-05-12 00:16:42
USB,13,61.5,2016-09-04 03:11:17
Monitor,19,86.6,2016-05-08 10:49:50
USB,15,58.4,2017-03-14 03:24:11
USB,17,96.3,2016-05-29 03:06:19
CPU,2,70.6,2016-03-20 17:14:15
CPU,16,66.2,2016-04-02 19:43:06
CPU,5,44.0,2016-05-01 11:36:04
USB,14,60.2,2016-10-18 16:25:02
CPU,10,73.6,2016-03-25 14:02:01
Battery,11,73.4,2016-08-15 18:18:48
CPU,9,41.1,2016-11-12 08:39:08
Monitor,12,61.2,2016-04-03 13:56:21
USB,19,74.6,2016-08-15 09:56:17
Battery,14,66.7,2017-01-01 22:48:14
Monitor,3,48.7,2016-11-17 01:56:07
GPU,7,75.8,2016-12-03 14:50:37
GPU,5,46.4,2016-10-07 23:35:47
GPU,15,91.7,2016-10-20 08:15:57
USB,7,89.6,2017-02-26 17:25:06
USB,14,82.2,2017-03-09 05:19:11
Battery,7,97.7,2016-12-28 20:03:50
GPU,2,57.0,2017-01-07 13:43:09
USB,14,61.6,2016-11-28 17:59:59
Battery,14,65.1,2016-03-08 17:45:58
USB,17,56.9,2016-10-15 15:01:16
Monitor,20,96.5,2016-10-18 14:25:53
USB,19,95.4,2017-02-10 09:20:42
Battery,14,54.7,2016-05-17 15:21:38
CPU,15,86.7,2016-03-06 08:51:26
Battery,10,92.4,2016-05-17 00:43:29
CPU,15,61.6,2016-04-16 04:31:54
GPU,12,72.0,2016-12-14 19:51:08
USB,7,84.8,2016-11-25 00:52:22
CPU,3,83.7,2016-06-03 05:13:10
CPU,18,89.3,2017-02-28 10:53:35
GPU,12,40.8,2016-10-16 02:47:09
Monitor,20,83.5,2016-06-13 06:57:03
Battery,19,44.1,2016-11-02 04:34:07
GPU,14,71.4,2016-05-01 15:30:08
Battery,2,86.4,2016-12-11 09:57:35
Monitor,19,47.9,2017-02-19 11:43:22
CPU,14,87.3,2017-02-27 07:15:51
USB,10,87.7,2016-05-11 23:23:54
USB,10,69.0,2016-09-24 18:54:56
USB,4,56.5,2016-11-09 18:35:09
USB,18,98.1,2016-06-18 11:03:29
Monitor,13,57.5,2016-06-08 02:23:03
CPU,16,60.5,2016-07-03 17:05:24
GPU,8,72.3,2016-09-09 20:21:06
Monitor,13,66.4,2016-04-10 01:14:43
GPU,7,97.1,2017-01-22 14:14:52
USB,6,69.1,2016-05-10 14:27:52
CPU,1,74.4,2017-03-09 04:03:00
Monitor,13,80.7,2016-09-20 09:44:08
USB,1,58.9,2016-08-10 11:05:39
CPU,15,83.6,2016-09-22 07:46:06
Battery,9,54.7,2016-03-25 00:14:12
GPU,3,59.8,2016-12-16 02:35:45
GPU,7,58.0,2016-09-21 11:35:06
USB,8,69.3,2016-03-08 19:35:02
Monitor,12,65.8,2016-05-01 23:49:23
Battery,7,65.3,2017-01-04 21:13:00
Monitor,5,50.9,2016-03-16 10:13:53
Battery,4,94.5,2016-09-27 05:03:33
USB,11,69.5,2016-12-17 07:30:29
GPU,10,48.9,2016-04-22 01:47:17
Battery,1,60.0,2017-03-08 10:31:38
CPU,2,59.7,2017-02-19 04:37:29
USB,10,73.8,2016-07-20 22:48:01
USB,2,67.2,2017-01-28 22:22:42
Monitor,16,74.6,2016-11-23 11:57:51
Battery,19,64.7,2016-06-09 09:11:37
USB,5,59.7,2016-09-20 19:41:39
GPU,11,44.9,2016-07-30 16:05:54
CPU,19,87.5,2016-03-04 06:58:19
CPU,20,71.4,2017-02-21 03:26:20
GPU,12,59.2,2017-03-14 02:48:11
GPU,9,40.3,2017-01-12 08:26:44
Battery,6,90.0,2016-08-13 08:07:36
USB,4,98.5,2016-09-03 14:12:06
CPU,20,94.6,2016-12-23 01:35:55
GPU,7,64.6,2016-10-10 12:37:18
Battery,5,43.2,2016-09-13 22:42:21
Battery,4,89.7,2016-08-04 07:56:10
GPU,10,78.4,2016-05-23 01:51:32
Monitor,1,74.6,2017-02-23 15:24:21
Monitor,10,85.3,2016-04-27 23:46:53
CPU,8,53.6,2016-07-06 18:17:27
GPU,2,40.9,2016-07-16 01:22:15
USB,1,82.3,2016-04-07 12:52:42
Battery,2,64.3,2017-02-23 08:08:21
CPU,3,60.4,2017-02-02 04:37:38
GPU,12,62.6,2017-01-24 22:35:30
GPU,19,78.3,2016-10-26 05:23:39
GPU,16,73.2,2016-11-04 02:31:37
CPU,3,42.6,2016-12-28 20:47:14
Battery,2,90.3,2016-10-15 12:43:44
USB,2,66.3,2016-05-08 13:53:25
Monitor,13,85.0,2016-03-07 00:30:12
GPU,11,59.7,2016-11-28 23:01:08
CPU,11,42.2,2016-09-02 03:28:11
USB,13,55.8,2016-12-08 19:34:15
CPU,18,93.6,2016-03-27 07:29:28
CPU,3,49.8,2016-05-05 09:59:09
Monitor,10,61.6,2016-11-04 00:42:56
Monitor,15,67.6,2016-03-20 20:16:25
USB,11,52.2,2016-05-19 03:09:13
GPU,11,47.6,2016-08-09 08:43:53
USB,10,42.7,2016-04-26 09:03:08
GPU,1,86.4,2016-11-26 07:33:03
CPU,1,72.7,2016-07-02 04:42:10
CPU,12,52.5,2017-01-12 17:01:39
GPU,9,54.3,2016-09-28 09:35:02
Monitor,6,84.2,2016-04-20 11:18:02
CPU,2,67.3,2016-06-16 16:47:45
Battery,18,84.6,2017-02-18 05:47:10
CPU,6,99.3,2016-05-27 23:12:30
GPU,9,46.6,2016-08-04 00:56:40
Monitor,9,77.1,2016-10-02 01:02:02
USB,11,70.0,2016-05-06 03:28:50
Monitor,5,73.4,2017-01-19 06:50:24
Monitor,19,58.1,2017-02-27 21:05:18
Monitor,9,84.9,2016-11-18 21:22:43
GPU,10,79.2,2016-04-30 18:42:08
CPU,3,67.4,2017-01-19 00:08:07
Battery,6,41.4,2017-02-20 19:52:04
GPU,4,40.7,2016-12-05 04:01:19
Monitor,6,41.2,2016-07-28 21:14:25
Monitor,16,74.8,2016-09-15 20:37:34
GPU,14,61.8,2016-10-11 03:12:11
Battery,10,48.0,2016-12-25 10:11:02
Battery,18,71.5,2016-05-09 00:49:18
Monitor,14,95.1,2016-10-16 03:55:35
GPU,8,86.5,2016-10-13 23:00:24
CPU,12,48.6,2016-03-08 04:30:58
CPU,10,48.4,2016-12-04 08:53:22
GPU,3,98.5,2017-02-11 04:30:05
Monitor,11,97.7,2016-04-07 23:50:43
GPU,1,48.0,2016-10-28 10:39:16
GPU,3,68.1,2016-05-04 02:35:32
Monitor,3,83.9,2016-06-24 06:33:52
Battery,4,54.1,2016-10-12 20:27:09
Battery,5,80.5,2016-11-30 11:36:09
Monitor,13,92.1,2017-02-19 00:16:08
GPU,5,93.0,2016-10-08 03:07:01
Monitor,8,77.9,2017-03-01 21:49:00
Monitor,13,42.2,2016-12-01 14:38:48
Battery,19,50.2,2016-07-26 20:45:23
USB,7,73.1,2016-09-18 14:16:00
CPU,11,68.6,2016-09-10 00:18:41
GPU,15,66.6,2016-09-08 22:39:39
USB,17,49.5,2016-03-24 17:00:43
GPU,19,52.3,2017-02-27 09:08:27
Battery,12,81.4,2017-01-20 21:18:06
Battery,7,91.7,2016-10-18 18:13:22
GPU,7,61.2,2016-10-05 23:43:57
Monitor,12,61.4,2016-06-28 22:11:01
GPU,18,81.7,2016-04-03 09:44:57
Battery,19,72.8,2016-04-01 08:39:19
CPU,11,74.5,2016-03-29 15:01:22
GPU,11,57.1,2016-11-22 00:50:01
CPU,5,52.0,2016-08-21 08:31:43
USB,12,46.4,2017-01-11 02:42:56
Monitor,9,53.1,2016-03-22 02:17:27
GPU,15,41.8,2016-09-10 13:09:55
USB,15,90.8,2017-02-16 00:20:41
GPU,7,75.9,2017-01-05 17:30:31
Battery,9,52.4,2016-03-31 16:39:13
CPU,19,51.6,2016-04-22 15:24:01
